Word	Occurrences	Reference
uage                	3
uagege              	1	REV 16:8
uagelivelu          	1	LUK 10:19
uageve              	1	REV 9:4
uagevege            	5
uagevei             	1	JHN 10:12
uai                 	2
Uaini               	6
uaini               	34
uainile             	2
uainita             	1	LUK 7:34
uainiu              	1	LUK 20:10
Uaive               	1	ACT 28:4
uale                	435
Uale                	2
ualea               	2
ualeake             	1	MRK 6:22
ualeala             	2
ualeavelau          	1	LUK 21:4
ualeke              	10
ualekea             	1	MAT 8:32
ualekeneni          	1	MAT 9:26
ualekeu             	1	MAT 2:1
ualela              	15
ualelu              	22
ualeluga            	1	ROM 7:20
ualelugake          	1	MAT 23:30
ualeu               	14
ualeule             	1	MAT 12:31
ualleke             	1	MAT 9:32
ualu                	1	ACT 28:3
uani                	29
Uani                	2
Uanitaoseni         	1	REV 11:3
uatisi              	1	ACT 3:21
ubule               	1	REV 11:3
ubulumage           	1	JHN 1:33
uda                 	1	1TI 5:10
udialu              	1	ACT 28:2
uditilu             	1	REV 1:10
udua                	45
uduaaei             	1	1CO 16:23
uduage              	1	MAT 7:2
uduai               	4
udualuga            	1	LUK 12:51
ue                  	277
UE                  	1	REV 2:9
uee                 	16
ueesoliale          	1	MAT 12:30
ueesolilu           	1	2TI 1:12
uesavalu            	3
uesege              	1	ACT 28:8
ueseolisege         	1	LUK 11:14
uesite              	9
uesiti              	1	TIT 3:9
uesoliale           	12
uesolige            	6
Uesolige            	1	REV 9:6
uesolilivelu        	1	ACT 13:25
uesolilu            	39
uesolisege          	4
uesolisi            	6
uesolisito          	1	ACT 13:37
uesoliva            	1	REV 3:2
uesolivaleke        	1	TIT 3:14
Ueveale             	1	ACT 15:36
Uevealea            	1	ACT 24:1
uevegelive          	1	1PE 2:16
uevegeve            	2
uevei               	15
ueveito             	1	1TH 2:17
ueveive             	1	LUK 9:34
uevelivelu          	1	2CO 8:13
uevelogo            	1	ACT 21:7
ueveloho            	1	LUK 23:48
uevelohoto          	1	ACT 15:33
uevelu              	35
uevesege            	2
ueveva              	1	HEB 7:23
uevevale            	1	EPH 5:15
uevia               	1	JHN 18:18
uevigei             	7
uevigeve            	3
uevisege            	1	ACT 10:24
ueviva              	38
uga                 	1	2PE 1:6
ugaba               	9
ugabaeabeu          	1	LUK 5:6
ugabaebeu           	1	LUK 5:6
ugalila             	1	1TI 1:17
uge                 	158
UGE                 	1	REV 2:11
ugeau               	1	REV 12:4
ugei                	49
ugela               	1	JHN 6:63
ugelive             	5
ugeve               	8
ugolo               	1	JUD 1:19
ugologolo           	4
ugologoloage        	1	1TH 2:15
ugologoloai         	5
ugologoloalivelu    	1	JHN 7:7
ugologoloalu        	1	GAL 5:17
ugologoloava        	1	1TH 2:15
ugologoloave        	1	2CO 12:20
ugologoloige        	1	1PE 3:7
ugologoloiva        	1	JAS 4:2
ugu                 	31
Ugu                 	3
uguia               	8
Uguia               	2
uguiale             	1	LUK 9:58
ugulamale           	1	REV 14:15
ugule               	1	LUK 6:44
ugulele             	2
ugulelemagei        	2
ugulelemai          	22
Ugulelemai          	1	ACT 13:15
ugulelemale         	1	REV 11:16
ugulelemalu         	7
ugulelemava         	1	MAT 23:2
ugulelemave         	3
ugulu               	5
ugulule             	1	REV 7:17
uguluma             	10
ugulumage           	1	MAT 19:28
ugulumagei          	2
ugulumai            	80
ugulumaive          	1	JHN 12:15
ugulumale           	18
ugulumalive         	1	LUK 14:8
ugulumalu           	12
ugulumasege         	3
ugumai              	1	MAT 9:9
uhui                	1	2CO 10:5
ui                  	636
UI                  	2
uiabe               	2
uie                 	1	MRK 14:28
uiesolisi           	1	LUK 13:35
uigei               	1	MRK 2:19
uii                 	55
UIOLI               	1	REV 2:10
uisoliale           	1	2CO 5:21
uitalivelu          	1	MAT 4:4
uiti                	2
uitiale             	1	ACT 14:21
uitige              	1	HEB 5:6
uitigei             	4
uitiva              	2
uitivaleu           	1	ACT 9:28
uito                	8
uive                	9
ukale               	1	3JN 1:8
ukalevaito          	1	MAT 28:20
ukalivelu           	1	HEB 3:4
Ukavai              	1	REV 6:15
ukavakavai          	1	1CO 4:11
ukavale             	1	MAT 5:47
ukavavale           	1	GAL 3:28
ukoli               	15
Ukoli               	2
ukoliko             	1	2TI 2:10
Ukolikoli           	12
ukolikoli           	169
ukolikolia          	4
ukolikoliai         	22
ukolikoliale        	2
ukolikolilu         	6
ukolikoliu          	5
ukolikolu           	1	1PE 1:9
ul                  	2
ula                 	432
ula-age             	1	MAT 23:17
ulaa                	1	2PE 2:22
ulabo               	1	MAT 19:6
ulada               	1	MAT 25:45
ulae                	3
ULAEA               	1	MAT 1:6
ulaea               	19
ulaeala             	11
ulaeale             	5
ulaeali             	1	ACT 19:9
ulaele              	4
ulaeta              	1	JHN 4:42
ulage               	2
ulagei              	4
ulai                	8
ulaito              	1	TIT 1:12
ulake               	4
ulakele             	1	MAT 13:50
ulala               	20
ulalabo             	1	MAT 15:9
ulalai              	2
ulalaiga            	2
ulalaigau           	2
ulalau              	1	ACT 9:9
ulale               	63
ulalea              	1	LUK 16:12
ulaleabole          	1	MAT 13:50
ulalega             	4
ulalegau            	1	EPH 1:5
ulalivelu           	2
ulalla              	1	MAT 11:27
ulalu               	4
ulasege             	1	ACT 28:24
ulata               	15
ulau                	20
ulaukeai            	1	JHN 1:28
ulaule              	3
ulava               	3
ulavale             	6
ulave               	3
ule                 	22
uleba               	1	LUK 2:35
uleto               	1	2TH 2:6
uleuleketa          	1	MAT 8:26
uleuleu             	1	MAT 8:24
uliage              	10
uliagei             	1	HEB 9:7
uliai               	14
uliaito             	1	HEB 1:3
ulialage            	1	1JN 2:12
uliale              	3
ulialivelu          	4
ulialu              	4
uliateto            	1	HEB 10:2
uliava              	1	LUK 5:21
uliavale            	1	HEB 12:24
uliave              	1	REV 3:18
ulive               	1	LUK 2:6
ulivelu             	68
ulivelubele         	1	LUK 7:25
ulogo               	8
uloho               	8
ulu                 	661
ULU                 	1	REV 2:9
uluaga              	30
ulue                	1	LUK 13:9
ULUI                	1	REV 2:10
ulule               	2
ululumai            	2
uluu                	2
uluvale             	1	MRK 12:10
uluvei              	1	LUK 14:29
uluvelu             	1	1CO 3:10
uluvni              	1	LUK 13:11
umoe                	1	LUK 8:31
umu                 	3
umuale              	1	REV 9:9
umualivelu          	1	REV 18:22
umuka               	18
umukalu             	1	1CO 14:36
umukate             	1	ROM 5:15
umukau              	1	ACT 7:8
umukave             	2
umukavelale         	1	1TI 6:10
umukaveu            	1	HEB 7:9
umutava             	1	LUK 2:24
umuva               	2
umuvaevelu          	1	ACT 21:33
umuvage             	2
umuvagei            	1	MRK 1:6
umuvai              	38
umuvale             	6
umuvalive           	1	1CO 9:9
umuvalivelu         	3
umuvalu             	3
umuvave             	1	ACT 22:29
umuve               	2
umuvege             	1	MAT 24:12
umuvei              	12
unaga               	1	REV 2:25
uni                 	10
unia                	1	MRK 4:32
uniabe              	3
uniai               	2
unie                	10
unila               	43
unilatige           	1	ACT 7:40
unile               	3
unilu               	1	LUK 11:12
uninainoe           	1	LUK 14:2
unita               	3
uniu                	1	ACT 27:40
uniuniava           	2
uniuniavage         	2
uniuniavale         	1	LUK 22:48
uniuniavaloho       	1	LUK 15:20
uniuniavalu         	4
univela             	1	REV 1:5
univele             	1	REV 20:12
univeo              	1	MAT 17:3
univeu              	1	ACT 27:41
UOLILU・             	1	REV 2:9
uosolilu            	1	MRK 4:40
us                  	1	REV 14:5
usege               	164
Usege               	1	MRK 6:22
usegeto             	1	JAS 2:26
usese               	1	MAT 14:26
uso                 	10
usoi                	1	2PE 1:11
uta                 	1	REV 14:8
ute                 	26
Ute                 	1	REV 12:9
utee                	2
utela               	1	REV 12:9
uteto               	4
uteu                	10
Uteu                	2
uti                 	2
utia                	2
utita               	1	REV 18:19
utive               	1	HEB 9:13
uu                  	46
uue                 	2
uui                 	5
Uukolikoli          	1	2TH 2:13
uuveve              	1	2PE 1:3
uv                  	1	HEB 9:25
uva                 	130
uvaa                	2
uvaga               	26
uvagato             	1	LUK 1:21
uvagaule            	1	LUK 11:8
uvage               	1	ACT 7:4
uvai                	1	MAT 7:16
uvale               	211
Uvale               	1	MAT 20:16
UVALE               	1	REV 2:8
uvalea              	1	REV 18:20
uvalekea            	1	MAT 8:28
uvalela             	4
uvaleva             	1	GAL 4:30
UVALE•              	1	REV 2:8
uvanaeavai          	1	ACT 20:9
uvanai              	1	MRK 12:28
uvanave             	1	ACT 7:2
uve                 	123
UVE                 	1	REV 2:10
uveve               	148
Uveve               	1	2TI 3:11
uveveabe            	1	1TI 6:13
uveveabeu           	2
uveveage            	1	MRK 10:19
uvevebe             	1	ROM 12:18
uvevedua            	2
Uvevedua            	1	EPH 4:1
uvevele             	3
uvevete             	6
uveveteai           	1	LUK 18:31
uvevetele           	1	1CO 6:3
uveveu              	2
uvevevai            	1	2TI 3:6
uveveve             	1	COL 2:10
uviva               	1	LUK 14:1
uvle                	1	2TH 3:10
uvu                 	476
Uvu                 	3
uvua                	10
uvuabeu             	2
uvuaeviva           	1	2CO 6:10
uvuage              	2
uvuai               	88
uvuaive             	2
uvuale              	5
uvualive            	2
uvualivelu          	4
uvualoho            	1	LUK 22:45
uvualu              	11
uvuaso              	1	MAT 20:30
uvuava              	1	GAL 4:19
uvuavale            	4
uvuave              	1	JHN 16:6
uvuavei             	2
uvue                	369
uvueabea            	1	MRK 10:41
uvueai              	1	MAT 9:25
uvuee               	1	MAT 12:32
uvuekeate           	1	LUK 13:11
uvueo               	1	ACT 5:23
uvuetai             	3
uvuetilu            	1	MAT 8:32
uvuevelu            	1	REV 8:6
uvuge               	8
uvuhamai            	1	REV 18:19
uvuhamava           	1	1TH 2:17
uvuhaui             	1	REV 8:3
uvui                	15
uvuia               	2
uvuiabe             	21
uvuiabea            	1	ROM 1:21
uvuiabele           	12
uvuiabeo            	1	LUK 19:48
uvuiabeta           	1	LUK 2:35
uvuiabetale         	1	JHN 17:26
uvuiabeu            	6
uvuiabeululele      	1	MAT 13:14
uvuie               	2
uvuiva              	3
uvuivaealoibosiai   	1	MAT 13:33
uvuivale            	1	MAT 9:13
uvukela             	1	MRK 14:14
uvula               	18
uvule               	232
uvulega             	1	2PE 2:13
uvulegolou          	1	REV 21:18
uvuleuii            	1	2TI 3:4
uvunele             	1	LUK 4:36
uvusege             	1	REV 10:7
uvuta               	3
uvutagau            	1	PHM 1:12
uvutatae            	1	2JN 1:13
uvutatale           	1	PHP 2:28
uvute               	1	LUK 11:14
uvuteu              	1	MAT 11:29
Uvuteu              	1	MAT 15:31
uvuti               	1	1TI 4:8
uvutievelive        	1	EPH 4:30
uvutuvualive        	1	2TI 2:14
uvuu                	3
uvuvai              	7
uvuvale             	2
uvuvavei            	1	JAS 4:6
uvuve               	8
Uvuve               	2
uvuvebe             	1	LUK 2:7
uvuvekeu            	1	MAT 13:19
uvuvele             	6
uvuveo              	2
uvuveta             	1	REV 5:1
uvuveu              	1	LUK 1:80
uvuveule            	1	LUK 1:50
uvü                 	1	REV 2:23
v                   	1	2CO 8:1
va                  	51
vaa                 	37
Vaa                 	1	MRK 14:67
vaale               	1	REV 15:7
vaaleloivale        	1	REV 3:10
Vaau                	1	REV 14:15
vaau                	1	REV 17:11
vabeu               	1	2CO 6:10
vabu                	25
vabua               	4
VABUAEVEGELIVE      	1	REV 2:10
vabuaevelu          	2
vabuaevevale        	4
vabuagelive         	1	LUK 12:7
vabuai              	22
vabualive           	12
Vabualive           	1	JHN 12:15
vabualivelu         	5
vabualu             	8
vabuava             	1	MRK 4:40
vabuavaive          	1	LUK 20:40
vabuave             	1	ROM 13:4
vabube              	1	MAT 28:5
vabue               	5
vabugelu            	1	GAL 3:22
vabuiage            	1	LUK 1:50
vabuiai             	1	LUK 1:65
vabuiava            	7
vabuiavage          	1	LUK 1:12
vabuiavagei         	1	HEB 10:27
vabuiavai           	31
Vabuiavai           	1	REV 1:7
vabuiavaive         	1	MAT 28:4
vabuiavale          	4
vabuiavaleata       	1	REV 11:18
vabuiavalie         	1	MAT 10:28
vabuiavalive        	1	LUK 12:4
vabuiavalivelu      	7
vabuiavalivelubele  	1	LUK 18:2
vabuiavalu          	6
vabuiavaluaga       	1	1JN 4:18
vabuiavave          	1	LUK 12:5
vabuiave            	4
vabuiavei           	7
Vabuiavei           	1	EPH 6:5
vabuiavelive        	1	MAT 24:6
vabuiavelu          	6
vabuiavevale        	2
vabuiva             	1	MAT 8:26
vabuivale           	1	1TH 5:14
vabuivalu           	1	JAS 2:19
vabuta              	1	MRK 9:6
vabutavalu          	1	MAT 2:22
vabutoela           	1	MAT 27:54
vabuu               	1	EPH 6:9
vade                	2
vadeage             	1	LUK 22:54
vadei               	1	JHN 19:11
vadeu               	446
Vadeu               	2
vadeuabo            	1	MRK 6:30
vadeuai             	9
vadeuale            	1	MAT 7:2
vadeualeluga        	1	ACT 2:12
Vadeualeluga        	1	ROM 11:7
vadeualu            	3
vadeuavale          	1	2TI 4:14
vadeuave            	1	1TI 6:6
vadeueveisi         	1	JHN 3:32
vadeui              	2
vadeuia             	19
vadeuiavei          	1	LUK 20:15
vadeuilage          	1	ACT 7:51
vadeula             	35
Vadeula             	1	MAT 24:15
vadeulabo           	1	MAT 26:62
vadeulaga           	1	MAT 21:25
vadeulai            	1	MAT 11:4
vadeulake           	1	MRK 2:8
vadeulau            	3
vadeule             	7
vadeulovale         	1	2TI 2:7
vadeulu             	29
Vadeulu             	1	1TH 2:19
vadeuluga           	92
Vadeuluga           	5
vadeulugau          	3
vadeuta             	1	ACT 25:26
vadeutela           	1	JHN 5:37
vadia               	1	REV 6:6
vadivadiai          	6
vadu                	7
vadue               	1	MAT 24:45
vaduluga            	2
vae                 	20
vaea                	16
vaeabukiai          	1	JHN 2:15
vaeage              	1	MAT 14:3
vaeaige             	1	REV 9:2
vaeale              	1	1CO 16:6
vaealivelu          	2
vaealoale           	2
vaealoi             	1	MRK 4:37
vaealoige           	2
vaealu              	1	MAT 1:3
vaeasege            	3
vaeatai             	6
vaeateve            	1	MRK 14:14
vaeati              	2
vaeatiale           	1	REV 21:16
vaeatie             	1	1TI 5:8
vaeatievelu         	1	MRK 9:2
vaeatige            	1	MRK 14:14
vaeatigei           	1	REV 19:3
vaeatilu            	6
vaeatisege          	2
Vaeatisi            	1	LUK 24:52
vaeativeve          	1	REV 21:12
vaeaule             	1	MAT 24:32
vaeava              	38
vaeavae             	1	MAT 27:66
vaeavaevege         	1	LUK 23:19
vaeavaevelu         	3
vaeavage            	67
vaeavageaule        	1	JHN 6:44
vaeavagei           	3
vaeavai             	117
vaeavailive         	1	MAT 8:20
vaeavaito           	4
vaeavala            	1	ACT 3:16
vaeavale            	69
vaeavaleke          	2
vaeavalela          	1	JHN 12:31
vaeavalelu          	1	MAT 7:2
Vaeavaleuba         	1	MRK 4:21
vaeavalibelu        	1	1TH 5:3
vaeavalive          	4
vaeavalivelu        	10
vaeavalu            	89
vaeavaluaga         	6
vaeavasege          	2
vaeavavale          	1	GAL 4:27
vaeavave            	7
vaeavaveve          	1	ACT 24:24
vaeaveu             	4
vaeaveule           	1	LUK 12:53
vaeavi              	1	MAT 5:24
vaeavige            	2
vaeaviva            	2
vaeaviveu           	1	ACT 7:21
vaeavoi             	1	MRK 2:21
vaeiesolate         	1	JAS 1:6
vaelau              	6
vaelaule            	2
vaemigei            	3
vaemihai            	1	MAT 6:17
vaemihavalu         	1	MAT 6:18
vaeo                	1	ROM 8:38
vaetai              	3
vaetiesolilu        	1	JAS 1:6
vaetievelu          	1	LUK 9:28
vaetigei            	1	REV 14:11
vaetilu             	1	LUK 9:42
vaeu                	4
vaeva               	3
vaevaevelu          	1	MRK 6:53
vaevage             	7
vaevai              	8
vaevaito            	2
vaeval              	1	MAT 1:4
vaevale             	6
vaevalelu           	1	JHN 6:27
vaevalive           	2
vaevalivelu         	1	MAT 5:15
vaevalu             	27
vaevasege           	1	JHN 6:21
vaevave             	1	MAT 3:8
vaevavelu           	1	JHN 20:13
vaeve               	1	ACT 7:5
vaevege             	1	MRK 12:7
vaevei              	10
vaeveive            	1	REV 14:12
vaevelivelu         	2
vaevelu             	7
vaevige             	1	2TI 1:11
vaeviva             	1	REV 4:10
vaevua              	1	HEB 10:25
vaga                	2
vagala              	26
Vagala              	3
vagalaevelu         	1	ACT 7:11
vagalage            	4
vagalai             	8
vagalale            	4
vagalalelu          	1	MRK 11:13
vagalalivelu        	1	JHN 6:35
vagalalu            	3
vagalata            	7
Vagalau             	1	LUK 21:23
vagalau             	3
Vagalavale          	1	LUK 6:21
vagalave            	2
vagana              	3
Vagana              	1	LUK 2:41
vage                	44
vai                 	1974
Vai                 	7
vaia                	1	REV 17:10
vaialu              	1	PHM 1:20
vaidati             	8
vaidatiga           	1	MAT 2:7
vaidatila           	2
vaidatilegabo       	1	MRK 8:20
vaidatiu            	1	MRK 8:5
vaidodava           	1	MAT 24:15
vaieo               	1	COL 3:1
vaihadaeavai        	1	MAT 7:25
vaii                	4
vaikava             	1	MAT 20:18
vailehosivai        	1	2TI 4:15
vailelevetisi       	1	ACT 17:11
vailo               	1	LUK 6:30
vailoi              	8
vailolo             	1	2TI 2:5
vailolu             	1	MAT 18:24
vaimeliai           	1	2TI 2:15
vaini               	26
Vaini               	1	JHN 2:3
vainile             	2
vainiu              	1	JHN 2:3
vaisi               	1	MAT 28:14
vaitai              	23
vaitalivelu         	2
vaite               	20
vaiteala            	1	1JN 2:29
vaitela             	1	ACT 3:7
vaiteo              	10
vaiteu              	1	MAT 5:30
vaiteve             	11
vaiteveo            	17
vaiteveu            	2
vaitialeu           	2
vaitige             	2
vaitilu             	1	ACT 27:15
vaitilugaga         	1	GAL 6:2
vaitiva             	1	MAT 27:66
vaito               	9
Vaito               	1	2CO 1:6
vaitoelatilu        	1	REV 13:5
vaiu                	2
vaivavui            	1	MAT 7:10
vaive               	5
vaiviai             	1	MAT 16:3
vake                	2
vaki                	62
Vaki                	1	REV 12:4
vakile              	2
vakiteo             	3
vakive              	5
vakivole            	4
vakivoleo           	5
vako                	1	LUK 13:16
vakoai              	17
vakovage            	1	LUK 8:16
vakovale            	2
vakovave            	1	MRK 4:21
val                 	2
vala                	2
valada              	3
valadaeabe          	2
valadale            	1	ACT 13:21
valadaveo           	1	ACT 7:5
valae               	14
valaeabele          	4
valahu              	3
valahue             	4
valahuveu           	1	LUK 12:16
valai               	10
valale              	48
valava              	30
Valava              	1	1CO 11:29
valavala            	1	ACT 14:13
valavale            	3
valavasi            	5
Valavasi            	2
Valavasia           	1	MAT 6:29
valavasia           	1	LUK 12:27
valavasiu           	1	JAS 1:10
valavata            	3
valavau             	1	1CO 5:7
valave              	1	JHN 19:34
valavela            	1	JHN 7:2
valavele            	3
valaveo             	1	JHN 3:30
vale                	213
Vale                	6
VALE                	2
valeabe             	1	MAT 23:15
valeabeu            	1	MAT 19:21
valeai              	1	ACT 4:24
valeali             	1	2CO 13:11
valebe              	11
valebelu            	1	JHN 16:24
valebeu             	3
valege              	1	HEB 6:19
valeke              	3
valekea             	1	1JN 2:10
valekeu             	1	MAT 25:18
valela              	3
valelakeu           	2
valele              	1	1CO 2:7
valeleve            	1	JAS 1:11
valelu              	4
valesite            	1	MRK 14:7
valetai             	1	GAL 6:8
valeu               	3
valevadeuia         	1	ACT 2:18
valevage            	1	MAT 1:17
valeve              	2
valevelea           	1	1CO 15:39
valevelu            	1	1TI 2:7
valevile            	70
Valevilea           	1	COL 1:17
valevilea           	2
Valevileale         	1	2PE 3:10
valevilebeu         	1	ROM 8:39
valevileke          	1	PHP 4:7
valevilelu          	1	REV 18:14
valevileta          	2
valevileu           	1	HEB 3:4
valevileve          	1	2PE 2:10
valevilleve         	1	MAT 18:25
valevole            	10
valevoleave         	1	MRK 10:21
valevolele          	1	JHN 11:10
valevoleu           	2
valevvile           	1	PHP 4:11
vali                	716
Vali                	135
valiabe             	2
valiabele           	1	REV 22:4
valiabeu            	1	REV 17:12
valibahata          	2
valibaita           	2
valibe              	1	2TH 2:8
valibela            	1	HEB 7:27
Valikatei           	1	ACT 6:1
Valike              	4
valike              	5
valikela            	3
valiko              	1	LUK 11:30
valila              	12
valile              	14
valini              	28
Valini              	6
valiniu             	19
valiniule           	1	2PE 3:10
valita              	2
valite              	9
valitele            	1	LUK 17:28
valitievelu         	1	LUK 24:31
valitige            	2
valitilu            	1	ACT 12:13
valitisi            	2
valiu               	89
Valiu               	4
VALIU               	1	REV 2:10
valiule             	1	LUK 12:55
valiuni             	1	HEB 11:30
valiunile           	1	ACT 2:19
valiutai            	1	EPH 4:26
valivaidati         	1	MAT 25:37
valivaoe            	1	HEB 11:20
valive              	20
valivelu            	108
VALIVELU            	1	REV 2:11
valivelubele        	2
valiveluga          	1	PHP 3:12
valiveule           	1	REV 17:8
valivole            	7
valivolea           	1	ACT 18:20
valivoleave         	1	JHN 7:33
valivolele          	1	2CO 11:25
valivoleo           	14
Valivoleo           	1	LUK 15:1
valivoleu           	1	REV 6:11
valluaga            	1	MAT 11:27
valoho              	1	MAT 27:29
valoi               	1	MRK 13:26
valu                	83
valuaga             	9
valui               	1	MAT 24:32
valuiale            	1	JHN 12:27
valve               	1	2CO 8:23
vameli              	5
vameliabea          	1	MRK 3:21
vamelile            	1	HEB 7:16
vamelive            	1	HEB 7:11
vamilia             	1	LUK 1:61
vana                	9
vanaea              	1	LUK 21:30
vanagi              	5
vanagiu             	1	ACT 27:32
vanaieve            	1	MAT 6:30
vanave              	7
vanela              	1	TIT 1:4
vani                	4
vanisita            	1	MRK 14:15
vao                 	6
vaoavela            	1	LUK 21:4
vaoe                	131
Vaoe                	7
Vaoeba              	1	2CO 5:7
vaogei              	1	MRK 16:1
vaola               	30
VAOLA               	2
Vaolato             	1	MAT 20:6
vaoto               	1	MRK 9:41
vaotoveu            	1	LUK 22:44
vaove               	9
vaoveda             	1	1PE 3:8
vaovekele           	1	2PE 3:8
vaoveko             	1	JUD 1:24
vaovela             	6
vaoveu              	1	ROM 13:11
vaoveule            	1	LUK 21:9
vara                	1	REV 10:6
vasege              	10
vasiai              	1	LUK 12:37
vaso                	17
vasoli              	1	2TH 2:12
vasolilu            	4
vata                	365
Vata                	12
vataave             	1	1TH 2:12
vatabe              	1	ACT 7:5
vatabilu            	2
vatabisi            	9
vatae               	172
Vatae               	1	REV 9:3
vataea              	1	ACT 14:21
vataeabe            	1	HEB 11:33
vataegau            	1	MAT 2:1
vataekavatulo       	1	REV 12:10
vataetai            	1	2TI 4:17
vataete             	1	MAT 2:20
vataetiale          	1	MAT 4:15
vatage              	1	MRK 8:22
vatageale           	1	REV 3:1
vatagegabo          	1	MRK 3:10
vatagege            	1	MRK 6:5
vatagei             	4
vatagel             	1	REV 15:2
vatagelu            	1	REV 7:9
vatagevei           	1	REV 2:1
vatakave            	1	REV 7:3
vatake              	1	MRK 1:28
vatako              	6
vatakole            	1	MAT 7:27
vatakou             	2
vatakoveo           	1	MAT 9:6
VATAL               	1	REV 2:9
vatala              	28
Vatala              	1	2TI 1:13
vatalaevei          	2
Vatalaevei          	1	ACT 21:28
vatalaevelu         	4
vatalage            	4
vatalai             	36
Vatalai             	1	ACT 7:58
vatalaive           	2
vatalale            	4
vatalalea           	1	MRK 3:10
vatalalive          	2
vatalalu            	15
vatalaluaga         	2
vatalasege          	1	LUK 8:47
vatalaso            	1	2TH 2:17
vatalau             	1	1CO 15:2
vatalavale          	3
vatalave            	4
vatale              	57
Vatale              	1	REV 16:10
vatali              	1	MRK 14:45
vatalu              	2
vatalvale           	1	ACT 27:14
vatamuiavai         	1	LUK 13:8
vatata              	3
vatatale            	3
vatate              	3
vatateo             	3
vatati              	2
vatau               	303
Vatau               	20
vataui              	1	REV 19:2
vatauisivi          	1	2TI 4:10
vataule             	2
vatava              	152
Vatava              	3
vatavae             	36
vatavaeabe          	1	MRK 5:17
vatavaeabeo         	1	GAL 1:21
vatavake            	1	MAT 9:26
vatavala            	2
vatavale            	3
vatavau             	9
vatave              	1	LUK 4:24
vatavelega          	1	ACT 12:20
vatavole            	1	ACT 21:3
vatavoleali         	1	MAT 24:7
vate                	63
vateabe             	1	ACT 16:33
vateabeule          	1	1TI 2:15
vatee               	1	MRK 2:22
vategei             	1	LUK 10:4
vatele              	7
vatete              	1	ROM 1:3
vatetuvu            	6
vatetuvuvai         	1	MAT 8:6
vateu               	194
Vateu               	3
vateU               	1	2CO 1:5
VATEU               	3
vateutu             	1	JAS 5:13
vateutuu            	1	PHP 3:6
vateutuvu           	23
vateutuvule         	1	REV 3:17
vateve              	12
vatevele            	2
vateveu             	4
vatgeu              	2
vato                	23
Vato                	2
vatoge              	2
vatoi               	2
vatolu              	1	LUK 8:45
vatoluaga           	1	JHN 11:10
vatomelia           	1	MAT 7:25
vatoo               	1	MRK 4:38
vatovatoage         	1	ACT 12:13
vatovatoale         	1	MAT 7:8
vatveu              	1	ROM 8:22
vau                 	65
Vau                 	2
vauale              	9
vaueelu             	1	HEB 13:11
vauevelu            	1	ACT 19:19
vaueviva            	1	ACT 7:42
vauevivale          	1	HEB 10:11
vauge               	18
vaugegabo           	1	REV 20:9
vaugei              	20
vaugelivelu         	1	MAT 23:33
vaugelu             	5
vaugevai            	1	HEB 8:3
vaugevege           	1	2PE 3:10
vaui                	33
vaulivelu           	3
vaulogo             	2
vaulu               	2
vausege             	3
vauu                	1	MAT 9:18
vauva               	2
vauvale             	7
vava                	96
vavae               	34
vavaea              	2
vavaeabe            	7
vavaeabea           	1	ACT 8:7
vavaeabele          	1	ACT 1:10
vavaega             	1	ACT 27:27
vavaga              	1	JHN 7:2
vavage              	1	MRK 4:5
vavaketa            	1	2CO 5:4
vavakeu             	2
vavako              	3
vavakou             	4
vavala              	13
vavalahue           	1	LUK 10:2
vavalai             	8
vavalaive           	2
vavale              	96
vavalega            	1	JHN 19:20
vavalegau           	1	LUK 16:18
vavalibite          	1	MRK 1:30
vavalo              	1	MAT 12:18
vavalu              	2
vavata              	5
vavataga            	2
vavate              	14
vavateta            	1	1CO 15:44
vavau               	84
Vavau               	1	ROM 8:5
vavaula             	1	LUK 12:4
vavaule             	2
vavave              	16
vavaveke            	1	MAT 8:6
vavavele            	10
vavaveo             	1	1TI 6:16
vavaveu             	6
vavavolea           	1	1CO 12:23
vave                	38
vaveagau            	1	JHN 11:44
vaveage             	7
vaveai              	18
vaveale             	30
vavealela           	1	2TI 4:8
vavealivelu         	1	MRK 10:9
vaveasege           	1	MRK 11:4
vaveava             	2
vaveave             	1	MAT 21:2
vavega              	1	MRK 16:17
vavegabo            	4
vavege              	76
vavegeale           	1	REV 22:6
vavegei             	12
vavegeva            	1	MAT 21:3
vavegeve            	2
vavei               	138
vaveige             	2
vaveilu             	1	ROM 3:6
vaveisege           	1	LUK 19:33
vaveito             	7
vaveiva             	1	LUK 19:33
vaveive             	2
vavekale            	1	MAT 7:6
vavel               	1	REV 2:17
vavelive            	3
vavelivelu          	19
vaveliveluage       	1	HEB 10:31
vavelivelubele      	1	JAS 1:7
vavelu              	67
vaveluaga           	2
vavesege            	1	MAT 11:25
vavesolige          	1	1CO 11:21
vaveu               	1	2CO 9:9
vaveva              	10
vavevaga            	2
vavevale            	5
vavevalela          	1	REV 22:2
vaveve              	25
vaveveve            	3
vaveí               	1	REV 2:22
vavi                	31
Vavi                	2
vavia               	3
vaviati             	1	MAT 10:35
vavikele            	1	MAT 2:14
vavila              	2
vavile              	31
vavita              	59
Vavita              	9
vavitau             	1	JHN 21:15
vaviti              	2
vaviu               	33
Vaviu               	1	ROM 13:12
vavive              	1	ACT 16:9
vavivu              	12
vavivuia            	38
vavivuiabe          	4
VAVIVUIABEA         	1	MAT 1:17
vavivuiabeale       	1	1TI 5:4
vavivuiabelai       	1	HEB 8:9
